MNEMONIQUE;LIBELLE;ADRESSE_NDS;ADRESSE_SNMP;LIBELLE_1
E_API_GARE;API Gare CDSMG;3;;Erreur d'E/S locales 
E_API_GARE;API Gare CDSMG;4;;Perte d'alimentation E/S 
E_BAIE_SONO;Baie Sono CDSMG;1000;1000;Erreur de communication 
E_BAIE_SONO;Baie Sono CDSMG;2;;Police BCS 
E_BAIE_SONO;Baie Sono CDSMG;3;;Police BVP 
E_BAIE_SONO;Baie Sono CDSMG;4;;Police réserve 1 
E_BAIE_SONO;Baie Sono CDSMG;5;;Police réserve 2 
E_BAIE_SONO;Baie Sono CDSMG;6;;Synthése ligne HP en défaut 
E_BAIE_SONO;Baie Sono CDSMG;7;;Synthése ampli en défaut 
E_BAIE_SONO;Baie Sono CDSMG;8;;Télésono en défaut 
E_BAIE_SONO;Baie Sono CDSMG;9;;Convertisseur en défaut 
Ventilateur;Ventilateur;21;;Clapet coupe feu défaillant
Ventilateur;Ventilateur;22;;Absence 400V Normal
Ventilateur;Ventilateur;23;;Panne désenfumage
Ventilateur;Ventilateur;24;;Vibration Seuil danger
Ventilateur;Ventilateur;25;;Absence tension 48V Station
Ventilateur;Ventilateur;26;;Défaut Clapets coupe feu
VLE;Ventilateur locaux électriques;2;;Défaut automate  
Ventilateur;Ventilateur;1014;;Inhibition
E_ADUP_THALES;ADUP THALES type5;900;;Erreur Abonnement
E_ADUP_THALES;ADUP THALES type5;1;;Code confidentiel agent incorrect
VLE;Ventilateur locaux électriques;4;;Dépassement seuil de température 
E_ADUP_THALES;ADUP THALES type5;2;;Agent inconnu
VLE;Ventilateur locaux électriques;6;;Défaut volet coupe-feu aspiration 
VLE;Ventilateur locaux électriques;7;;Défaut volet coupe-feu refoulement 
VLE;Ventilateur locaux électriques;8;;Défaut extracteur 
VLE;Ventilateur locaux électriques;9;;Défaut variateur 
VLE;Ventilateur locaux électriques;10;;Défaut sonde d'ambiance intérieur local 
VLE;Ventilateur locaux électriques;11;;Défaut sonde d'ambiance extérieur local 
VLE;Ventilateur locaux électriques;12;;BAE > 5 heures 
VLE;Ventilateur locaux électriques;1000;1000;Erreur de communication 
VLE;Ventilateur locaux électriques;1001;;Identifiant station incorrect 
VLE;Ventilateur locaux électriques;1002;;Identifiant équipement incorrect 
VLE;Ventilateur locaux électriques;1003;;Identifiant version incorrect 
VLE;Ventilateur locaux électriques;1004;;Identifiant checksum incorrect 
VLE;Ventilateur locaux électriques;1005;;Synchronisation horloge impossible 
VLE;Ventilateur locaux électriques;1006;;Bit de signe de vie manquant 
VLE;Ventilateur locaux électriques;1014;;Inhibition 
PSIEL;Panneau d'Information Quai;15;;Dysfonctionnement du module sonore
Concentrateur_EC_API;Equipement de regroupement des tc des EC;1000;1000;Erreur de communication
ADA;Armoire Distribution Automatique;23;;"Défaut départ permanent ""luminaire/BAES"" vers local PCC de repli"
ADA;Armoire Distribution Automatique;26;;Défaut commande TEST inverseur
E_ADUP_THALES;ADUP THALES type5;3;;Corrélation agent/distributeur fausse
E_ADUP_THALES;ADUP THALES type5;4;;Date de validité carte agent expirée
E_ADUP_THALES;ADUP THALES type5;5;;Fraude à l'identification
E_ADUP_THALES;ADUP THALES type5;6;;Agent sans droit
E_ADUP_THALES;ADUP THALES type5;7;;Téléchargement CSC en cours
E_ADUP_THALES;ADUP THALES type5;8;;Echec du téléchargement CSC
E_ADUP_THALES;ADUP THALES type5;9;;Problème lié à l¿antenne
E_ADUP_THALES;ADUP THALES type5;10;;Exécution anormale signalée par le passe
E_ADUP_THALES;ADUP THALES type5;11;;Exécution anormale signalée par le SAM
E_ADUP_THALES;ADUP THALES type5;12;;Anomalie signalée par API passe
E_ADUP_THALES;ADUP THALES type5;13;;Echec du CSC
E_ADUP_THALES;ADUP THALES type5;14;;Seuil haut du SAM atteint
E_ADUP_THALES;ADUP THALES type5;15;;SAM de rechargement « vide »
E_ADUP_THALES;ADUP THALES type5;16;;Passe invalide
E_ADUP_THALES;ADUP THALES type5;17;;Passe oublié
E_ADUP_THALES;ADUP THALES type5;18;;Carte agent oubliée Accès avant
E_ADUP_THALES;ADUP THALES type5;19;;Carte agent oubliée Accès arrière
E_ADUP_THALES;ADUP THALES type5;20;;Incident sur lecteur carte (fonctionnement anormal du lecteur) Accès arrière
E_ADUP_THALES;ADUP THALES type5;21;;Incident à la lecture carte (erreur de transmission) Accès arrière
E_ADUP_THALES;ADUP THALES type5;22;;Carte non supportée (non SOLAIC) Accès arrière
E_ADUP_THALES;ADUP THALES type5;23;;Tentatives de composition du code confidentiel épuisées (carte bloquée) Accès arrière
E_ADUP_THALES;ADUP THALES type5;24;;Défaut de communication avec la carte CSC
E_ADUP_THALES;ADUP THALES type5;25;;Erreur configuration noyau SSSR
E_ADUP_THALES;ADUP THALES type5;26;;Refus rechargement SSSR
E_ADUP_THALES;ADUP THALES type5;27;;Incohérence avec SSSR
E_ADUP_THALES;ADUP THALES type5;28;;Problème rechargement SSSR
E_ADUP_THALES;ADUP THALES type5;29;;Problème SSSR non prévu
E_ADUP_THALES;ADUP THALES type5;30;;Carte non supportée (ni CB, ni SOLAIC) Accès avant
E_ADUP_THALES;ADUP THALES type5;31;;Carte client oubliée
E_ADUP_THALES;ADUP THALES type5;32;;Incident sur lecteur carte (fonctionnement anormal du lecteur) Accès avant
E_ADUP_THALES;ADUP THALES type5;33;;Incident à la lecture carte (erreur de transmission) Accès avant
E_ADUP_THALES;ADUP THALES type5;34;;Tentatives de composition du code confidentiel épuisées (carte bloquée) Accès avant
E_ADUP_THALES;ADUP THALES type5;35;;Carte saturée (ZE ou ZT pleine) Accès avant
E_ADUP_THALES;ADUP THALES type5;36;;Carte saturée (ZE ou ZT pleine) Accès arrière
E_ADUP_THALES;ADUP THALES type5;37;;Incident de gestion de la goulotte LCM
E_ADUP_THALES;ADUP THALES type5;38;;L'APV fonctionne avec une base obsolète
E_ADUP_THALES;ADUP THALES type5;39;;Pas de base utilisable
E_ADUP_THALES;ADUP THALES type5;40;;Incident fichier d'archives
E_ADUP_THALES;ADUP THALES type5;41;;Incident remontée du fichier d'archives (problème réseau)
E_ADUP_THALES;ADUP THALES type5;42;;Mise en service du bloc logiciel monétique impossible
E_ADUP_THALES;ADUP THALES type5;43;;Fichier de paramètres non intègre ou incohérent
E_ADUP_THALES;ADUP THALES type5;44;;Erreur CRC sur fichiers d'archives
E_ADUP_THALES;ADUP THALES type5;45;;Espace disque limite pour l'archivage
E_ADUP_THALES;ADUP THALES type5;46;;Espace d'archivage saturé
E_ADUP_THALES;ADUP THALES type5;47;;Base sans produit vendable
E_ADUP_THALES;ADUP THALES type5;48;;Erreur CRC sur fichier mémoire
E_ADUP_THALES;ADUP THALES type5;49;;Absence du fichier FON
E_ADUP_THALES;ADUP THALES type5;50;;Liste de l'auto-apprentissage vide
E_ADUP_THALES;ADUP THALES type5;51;;Fichier paramètre absent
E_ADUP_THALES;ADUP THALES type5;52;;Aucun produit vendable
E_ADUP_THALES;ADUP THALES type5;53;;Bobineau de cartonette n°1 presque vide
E_ADUP_THALES;ADUP THALES type5;54;;Bobineau de cartonette n°2 presque vide
E_ADUP_THALES;ADUP THALES type5;55;;Bobineau de cartonette n°3 presque vide
E_ADUP_THALES;ADUP THALES type5;56;;Bobineau de cartonette n°4 presque vide
E_ADUP_THALES;ADUP THALES type5;57;;Bobineau de cartonette n°1 vide 
E_ADUP_THALES;ADUP THALES type5;58;;Bobineau de cartonette n°2 vide
E_ADUP_THALES;ADUP THALES type5;59;;Bobineau de cartonette n°3 vide
E_ADUP_THALES;ADUP THALES type5;60;;Bobineau de cartonette n°4 vide
E_ADUP_THALES;ADUP THALES type5;61;;Taux d'utilisation des bobineaux différent de la valeur sauvegardée
E_ADUP_THALES;ADUP THALES type5;62;;Incident carnetteur
E_ADUP_THALES;ADUP THALES type5;63;;Bourrage en zone d'impression
E_ADUP_THALES;ADUP THALES type5;64;;Codage magnétique des billets défectueux
E_ADUP_THALES;ADUP THALES type5;65;;Bourrage en sortie
E_ADUP_THALES;ADUP THALES type5;66;;Bourrage en approvisionnement
E_ADUP_THALES;ADUP THALES type5;67;;Tous les bobineaux sont vides
E_ADUP_THALES;ADUP THALES type5;68;;Erreur matériel
E_ADUP_THALES;ADUP THALES type5;69;;Changement de diamètre bobineau signalé par la carte de sécurité (hors procédure de changement)
E_ADUP_THALES;ADUP THALES type5;70;;Erreur de communication sur la ligne série
E_ADUP_THALES;ADUP THALES type5;71;;Carnetteur non vide en début de préparation d'impression
E_ADUP_THALES;ADUP THALES type5;72;;Cartonette bobineau n°1 non insérée dans l'imprimante
E_ADUP_THALES;ADUP THALES type5;73;;Cartonette bobineau n°2 non insérée dans l'imprimante
E_ADUP_THALES;ADUP THALES type5;74;;Cartonette bobineau n°3 non insérée dans l'imprimante
E_ADUP_THALES;ADUP THALES type5;75;;Cartonette bobineau n°4 non insérée dans l'imprimante
E_ADUP_THALES;ADUP THALES type5;76;;Impression physiquement impossible
E_ADUP_THALES;ADUP THALES type5;77;;Temps d'impression dépassé
E_ADUP_THALES;ADUP THALES type5;78;;Caisse pleine
E_ADUP_THALES;ADUP THALES type5;79;;Pièce bloquée dans un tambour
E_ADUP_THALES;ADUP THALES type5;80;;Pièce bloquée dans le sélecteur
E_ADUP_THALES;ADUP THALES type5;81;;Pièce bloquée en position inconnue
E_ADUP_THALES;ADUP THALES type5;82;;Pièce dans un tambour incorrect
E_ADUP_THALES;ADUP THALES type5;83;;Erreur sur le type de pièces
E_ADUP_THALES;ADUP THALES type5;84;;Caisse presque pleine
E_ADUP_THALES;ADUP THALES type5;85;;Caisse changée
E_ADUP_THALES;ADUP THALES type5;86;;Flux du rendu monnaie nul
E_ADUP_THALES;ADUP THALES type5;87;;Incident en restitution monnaie
E_ADUP_THALES;ADUP THALES type5;88;;Caisse verrouillée hors procédure
E_ADUP_THALES;ADUP THALES type5;89;;Caisse absente ou non verrouillée
E_ADUP_THALES;ADUP THALES type5;90;;Bourrage en entrée de caisse
E_ADUP_THALES;ADUP THALES type5;91;;Sélecteur absent
E_ADUP_THALES;ADUP THALES type5;92;;Panne sélecteur
E_ADUP_THALES;ADUP THALES type5;93;;Recycleur de pièces 1 absent
E_ADUP_THALES;ADUP THALES type5;94;;Recycleur de pièces 2 absent
E_ADUP_THALES;ADUP THALES type5;95;;Recycleur de pièces 3 absent
E_ADUP_THALES;ADUP THALES type5;96;;Recycleur de pièces 4 absent
E_ADUP_THALES;ADUP THALES type5;97;;Recycleur de pièces 5 absent
E_ADUP_THALES;ADUP THALES type5;98;;Recycleur de pièces 6 absent
E_ADUP_THALES;ADUP THALES type5;99;;Recycleur de pièces 7 absent
E_ADUP_THALES;ADUP THALES type5;100;;Recycleur de pièces 1 mal placé
E_ADUP_THALES;ADUP THALES type5;101;;Recycleur de pièces 2 mal placé
E_ADUP_THALES;ADUP THALES type5;102;;Recycleur de pièces 3 mal placé
E_ADUP_THALES;ADUP THALES type5;103;;Recycleur de pièces 4 mal placé
E_ADUP_THALES;ADUP THALES type5;104;;Recycleur de pièces 5 mal placé
E_ADUP_THALES;ADUP THALES type5;105;;Recycleur de pièces 6 mal placé
E_ADUP_THALES;ADUP THALES type5;106;;Recycleur de pièces 7 mal placé
E_ADUP_THALES;ADUP THALES type5;107;;Panne recycleur de pièces 1
E_ADUP_THALES;ADUP THALES type5;108;;Panne recycleur de pièces 2
E_ADUP_THALES;ADUP THALES type5;109;;Panne recycleur de pièces 3
E_ADUP_THALES;ADUP THALES type5;110;;Panne recycleur de pièces 4
E_ADUP_THALES;ADUP THALES type5;111;;Panne recycleur de pièces 5
E_ADUP_THALES;ADUP THALES type5;112;;Panne recycleur de pièces 6
E_ADUP_THALES;ADUP THALES type5;113;;Panne recycleur de pièces 7
E_ADUP_THALES;ADUP THALES type5;114;;Panne réserve grande capacité 1
E_ADUP_THALES;ADUP THALES type5;115;;Réserve grande capacité 1 mal placée
E_ADUP_THALES;ADUP THALES type5;116;;Réserve grande capacité 1 absente
E_ADUP_THALES;ADUP THALES type5;117;;Réserve grande capacité 1 presque vide
E_ADUP_THALES;ADUP THALES type5;118;;Réserve grande capacité 1 vide
E_ADUP_THALES;ADUP THALES type5;119;;Panne réserve grande capacité 2
E_ADUP_THALES;ADUP THALES type5;120;;Réserve grande capacité 2 mal placée
E_ADUP_THALES;ADUP THALES type5;121;;Réserve grande capacité 2 absente
E_ADUP_THALES;ADUP THALES type5;122;;Réserve grande capacité 2 presque vide
E_ADUP_THALES;ADUP THALES type5;123;;Réserve grande capacité 2 vide
E_ADUP_THALES;ADUP THALES type5;124;;Décodage de télégramme d'erreur Fx impossible
E_ADUP_THALES;ADUP THALES type5;125;;Dernière commande émise invalide
E_ADUP_THALES;ADUP THALES type5;126;;Télégramme reçu sur demande d'émission
E_ADUP_THALES;ADUP THALES type5;127;;Erreur de protocole (séparateur)
E_ADUP_THALES;ADUP THALES type5;128;;Erreur de protocole (baud rate)
E_ADUP_THALES;ADUP THALES type5;129;;Erreur de protocole (parité)
E_ADUP_THALES;ADUP THALES type5;130;;Erreur de protocole (interruption)
E_ADUP_THALES;ADUP THALES type5;131;;Erreur de protocole (sur stx)
E_ADUP_THALES;ADUP THALES type5;132;;Erreur de protocole (longueur)
E_ADUP_THALES;ADUP THALES type5;133;;Erreur de protocole (données)
E_ADUP_THALES;ADUP THALES type5;134;;Erreur de protocole (sur etx)
E_ADUP_THALES;ADUP THALES type5;135;;Erreur de protocole (lrc)
E_ADUP_THALES;ADUP THALES type5;136;;Erreur de protocole (message inconnu)
E_ADUP_THALES;ADUP THALES type5;137;;Erreur de protocole (commande inconnue)
E_ADUP_THALES;ADUP THALES type5;138;;Erreur de transmission (lrc calculé et reçu différents)
E_ADUP_THALES;ADUP THALES type5;139;;Erreur de transmission (longueur)
E_ADUP_THALES;ADUP THALES type5;140;;Erreur de transmission (octets perdus)
E_ADUP_THALES;ADUP THALES type5;141;;Transmission ou monnayeur HS
E_ADUP_THALES;ADUP THALES type5;142;;Changement numéro de caisse (hors procédure de changement)
E_ADUP_THALES;ADUP THALES type5;143;;Coupure secteur
E_ADUP_THALES;ADUP THALES type5;144;;Défaut de batterie onduleur
E_ADUP_THALES;ADUP THALES type5;145;;Effraction sur la porte principale ou hayon
E_ADUP_THALES;ADUP THALES type5;146;;Effraction sur l'accès à la caisse
E_ADUP_THALES;ADUP THALES type5;147;;Effraction sur l'accès aux bobineaux
E_ADUP_THALES;ADUP THALES type5;148;;Ouverture sur la porte principale ou le hayon (fonctionnement normal)
E_ADUP_THALES;ADUP THALES type5;149;;Ouverture sur l'accès à la caisse (fonctionnement normal)
E_ADUP_THALES;ADUP THALES type5;150;;Ouverture sur l'accès aux bobineaux (fonctionnement normal)
E_ADUP_THALES;ADUP THALES type5;151;;Incident moteurs hayon
E_ADUP_THALES;ADUP THALES type5;152;;Incident moteur porte titre
E_ADUP_THALES;ADUP THALES type5;153;;Incident moteur porte caisse
E_ADUP_THALES;ADUP THALES type5;154;;Incident fermeture hayon (coté droit)
E_ADUP_THALES;ADUP THALES type5;155;;Incident fermeture hayon (coté gauche)
E_ADUP_THALES;ADUP THALES type5;156;;Incident capteur bas droit hayon
E_ADUP_THALES;ADUP THALES type5;157;;Incident capteur bas gauche hayon
E_ADUP_THALES;ADUP THALES type5;158;;Incident ouverture porte titre
E_ADUP_THALES;ADUP THALES type5;159;;Incident fermeture porte titre
E_ADUP_THALES;ADUP THALES type5;160;;Incident ouverture porte caisse
E_ADUP_THALES;ADUP THALES type5;161;;Incident fermeture porte caisse
E_ADUP_THALES;ADUP THALES type5;162;;Incident ouverture hayon (coté droit)
E_ADUP_THALES;ADUP THALES type5;163;;Incident ouverture hayon (coté gauche)
E_ADUP_THALES;ADUP THALES type5;164;;Incident capteur porte bobineau 
E_ADUP_THALES;ADUP THALES type5;165;;Incident capteur porte caisse
E_ADUP_THALES;ADUP THALES type5;166;;Déclenchement d'un bouton coup de poing
E_ADUP_THALES;ADUP THALES type5;167;;Distributeur hors service (incident matériel)
E_ADUP_THALES;ADUP THALES type5;168;;Distributeur hors service en période de vente
E_ADUP_THALES;ADUP THALES type5;169;;Distributeur hors service en période de sommeil
E_ADUP_THALES;ADUP THALES type5;170;;Distributeur hors service sur demande central
E_ADUP_THALES;ADUP THALES type5;171;;Distributeur hors service sur demande locale
E_ADUP_THALES;ADUP THALES type5;172;;Distributeur en vente usager
E_ADUP_THALES;ADUP THALES type5;173;;Distributeur en sommeil
E_ADUP_THALES;ADUP THALES type5;174;;Distributeur en intervention agent d'exploitation
E_ADUP_THALES;ADUP THALES type5;175;;Distributeur en intervention agent de recette
E_ADUP_THALES;ADUP THALES type5;176;;TLB fonction vente HS sur demande central
E_ADUP_THALES;ADUP THALES type5;177;;Hors service paiement par pièces sur demande central
E_ADUP_THALES;ADUP THALES type5;178;;Hors service paiement CB sur demande central
E_ADUP_THALES;ADUP THALES type5;179;;Hors service identification sur demande central
E_ADUP_THALES;ADUP THALES type5;180;;Paiement par monnaie hors service
E_ADUP_THALES;ADUP THALES type5;181;;Paiement par carte hors service
E_ADUP_THALES;ADUP THALES type5;182;;Rendu monnaie hors service
E_ADUP_THALES;ADUP THALES type5;183;;Changement de version des fichiers programmes
E_ADUP_THALES;ADUP THALES type5;184;;Changement de version des fichiers paramètres
E_ADUP_THALES;ADUP THALES type5;185;;Vente partielle
E_ADUP_THALES;ADUP THALES type5;186;;MPA muet
E_ADUP_THALES;ADUP THALES type5;187;;Ré initialisation du distributeur
E_ADUP_THALES;ADUP THALES type5;188;;Remise à zéro des compteurs de maintenance
E_ADUP_THALES;ADUP THALES type5;189;;Changement de date ou heure sur demande central
E_ADUP_THALES;ADUP THALES type5;190;;Changement de date ou heure sur demande locale
E_ADUP_THALES;ADUP THALES type5;191;;Absence de moyen de paiement (problèmes matériels)
E_ADUP_THALES;ADUP THALES type5;192;;Incident disquette
E_ADUP_THALES;ADUP THALES type5;193;;Impossibilité d'accéder à la carte sécurité
E_ADUP_THALES;ADUP THALES type5;194;;Carte sécurité : Interruptions bloquées
E_ADUP_THALES;ADUP THALES type5;195;;Carte sécurité : Bus I2C bloqué
E_ADUP_THALES;ADUP THALES type5;196;;Problème système : Arrêt de l'application
E_ADUP_THALES;ADUP THALES type5;197;;Reboot automatique sur Dr WATSON
E_ADUP_THALES;ADUP THALES type5;198;;Hors service PSC sur demande central
E_ADUP_THALES;ADUP THALES type5;199;;Défaut batterie carte sécurité
E_ADUP_THALES;ADUP THALES type5;200;;CB hors-ligne interdit par le central
E_ADUP_THALES;ADUP THALES type5;201;;Aucune application bancaire n'est en état de fonctionner
E_ADUP_THALES;ADUP THALES type5;202;;Traitement LV interdit par le central
E_ADUP_THALES;ADUP THALES type5;203;;Anomalie détectée, champ RAC absent, version TSTO
E_ADUP_THALES;ADUP THALES type5;204;;Défaut de communication SGLV
E_ADUP_THALES;ADUP THALES type5;205;;Défaut de communication SSSR
E_ADUP_THALES;ADUP THALES type5;206;;Compte-rendu d¿opération non transmis
E_ADUP_THALES;ADUP THALES type5;207;;Refus de transaction par le SBA
E_ADUP_THALES;ADUP THALES type5;208;;Message formellement incorrect
E_ADUP_THALES;ADUP THALES type5;209;;Code message SGADU inconnu
E_ADUP_THALES;ADUP THALES type5;210;;Erreur téléchargement fichier (checksum erronée) (uniquement ADUP magnétique)
E_ADUP_THALES;ADUP THALES type5;211;;Connexion SGADU refusée
E_ADUP_THALES;ADUP THALES type5;212;;Interdiction de transaction par le SBA
E_ADUP_THALES;ADUP THALES type5;213;;Incident sur session FTP (uniquement ADUP magnétique)
E_ADUP_THALES;ADUP THALES type5;214;;Forçage changement de fichiers de paramètres
E_ADUP_THALES;ADUP THALES type5;215;;Adresse SGADU inconnue
E_ADUP_THALES;ADUP THALES type5;216;;Non réponse SAGIS
E_ADUP_THALES;ADUP THALES type5;217;;Carte RATP non interrogée par API GAA avant délai d'inactivité
E_ADUP_THALES;ADUP THALES type5;218;;Carte de surveillance externe déconnectée de la Gestion Technique Centralisée.
E_ADUP_THALES;ADUP THALES type5;219;;Demande de paiement incorrecte (SBA)
E_ADUP_THALES;ADUP THALES type5;220;;Demande d'acquisition incorrecte (SBA)
E_ADUP_THALES;ADUP THALES type5;221;;Refus d'acquisition par SBA
E_ADUP_THALES;ADUP THALES type5;222;;Carte invalide (réponse MPA)
E_ADUP_THALES;ADUP THALES type5;223;;SGADU indisponible temporairement (réception d'un DTD) (uniquement ADUP magnétique)
E_ADUP_THALES;ADUP THALES type5;224;;Fichier de transaction CB hors-ligne B0' trop ancien
E_ADUP_THALES;ADUP THALES type5;225;;Fichier de transaction CB hors-ligne EMV trop ancien
E_ADUP_THALES;ADUP THALES type5;226;;Fichier de transaction CB hors-ligne application 0 trop ancien
E_ADUP_THALES;ADUP THALES type5;227;;Fichier de transaction CB hors-ligne application 1 trop ancien
E_ADUP_THALES;ADUP THALES type5;228;;Fichier de transaction CB hors-ligne application 2 trop ancien
E_ADUP_THALES;ADUP THALES type5;229;;APV en attente d¿authentification
E_ADUP_THALES;ADUP THALES type5;230;;Fichier des transactions CB hors-ligne B0' plein
E_ADUP_THALES;ADUP THALES type5;231;;Fichier des transactions CB hors-ligne EMV plein
E_ADUP_THALES;ADUP THALES type5;232;;Fichier des transactions CB hors-ligne plein application 0
E_ADUP_THALES;ADUP THALES type5;233;;Fichier des transactions CB hors-ligne plein application 1
E_ADUP_THALES;ADUP THALES type5;234;;Fichier des transactions CB hors-ligne plein application 2
E_ADUP_THALES;ADUP THALES type5;235;;Fichier des transactions CB hors-ligne B0' incohérent
E_ADUP_THALES;ADUP THALES type5;236;;Fichier des transactions CB hors-ligne EMV incohérent
E_ADUP_THALES;ADUP THALES type5;237;;Fichier des transactions CB hors-ligne application 0 incohérent
E_ADUP_THALES;ADUP THALES type5;238;;Fichier des transactions CB hors-ligne application 1 incohérent
E_ADUP_THALES;ADUP THALES type5;239;;Fichier des transactions CB hors-ligne application 2 incohérent
E_ADUP_THALES;ADUP THALES type5;240;;Transaction EMV en attente d¿acquisition
E_ADUP_THALES;ADUP THALES type5;241;;Fonctionnement hors-ligne de l¿application B0¿
E_ADUP_THALES;ADUP THALES type5;242;;Défaut de liaison  TVR ou de sécurisation piste EMV
E_ADUP_THALES;ADUP THALES type5;243;;Défaut de liaison SBA application 0
E_ADUP_THALES;ADUP THALES type5;244;;Défaut de liaison SBA application 1
E_ADUP_THALES;ADUP THALES type5;245;;Défaut de liaison SBA application 2
E_ADUP_THALES;ADUP THALES type5;246;;Echec de communication avec le SBE
E_ADUP_THALES;ADUP THALES type5;247;;Divergence autorisation/acquisition
E_ADUP_THALES;ADUP THALES type5;701;;Effraction
E_ADUP_ASCOM;ADUP ASCOM type4;900;;Erreur Abonnement
E_ADUP_ASCOM;ADUP ASCOM type4;1;;Code confidentiel agent incorrect
E_ADUP_ASCOM;ADUP ASCOM type4;2;;Agent inconnu
E_ADUP_ASCOM;ADUP ASCOM type4;3;;Corrélation agent / distributeur fausse
E_ADUP_ASCOM;ADUP ASCOM type4;4;;Date de validité carte agent expirée
E_ADUP_ASCOM;ADUP ASCOM type4;5;;Fraude à l'identification
E_ADUP_ASCOM;ADUP ASCOM type4;6;;Agent sans droit
E_ADUP_ASCOM;ADUP ASCOM type4;7;;Téléchargement CSC en cours
E_ADUP_ASCOM;ADUP ASCOM type4;8;;Echec du téléchargement CSC
E_ADUP_ASCOM;ADUP ASCOM type4;9;;Problème lié à l¿antenne
E_ADUP_ASCOM;ADUP ASCOM type4;10;;Exécution anormale signalée par le passe
E_ADUP_ASCOM;ADUP ASCOM type4;11;;Exécution anormale signalée par le SAM
E_ADUP_ASCOM;ADUP ASCOM type4;12;;Anomalie signalée par API passe
E_ADUP_ASCOM;ADUP ASCOM type4;13;;Echec du CSC
E_ADUP_ASCOM;ADUP ASCOM type4;14;;Seuil haut du SAM atteint
E_ADUP_ASCOM;ADUP ASCOM type4;15;;SAM de rechargement « vide »
E_ADUP_ASCOM;ADUP ASCOM type4;16;;Passe invalide
E_ADUP_ASCOM;ADUP ASCOM type4;17;;Passe oublié
E_ADUP_ASCOM;ADUP ASCOM type4;18;;Défaut de communication avec la carte CSC
E_ADUP_ASCOM;ADUP ASCOM type4;19;;Erreur configuration noyau SSSR
E_ADUP_ASCOM;ADUP ASCOM type4;20;;Refus rechargement SSSR
E_ADUP_ASCOM;ADUP ASCOM type4;21;;Incohérence avec SSSR
E_ADUP_ASCOM;ADUP ASCOM type4;22;;Problème rechargement SSSR
E_ADUP_ASCOM;ADUP ASCOM type4;23;;Problème SSSR non prévu
E_ADUP_ASCOM;ADUP ASCOM type4;24;;Carte oubliée
E_ADUP_ASCOM;ADUP ASCOM type4;25;;Défaut télétrans entre UC distri et MPC
E_ADUP_ASCOM;ADUP ASCOM type4;26;;Application B0' non initialisée
E_ADUP_ASCOM;ADUP ASCOM type4;27;;Application EMV non initialisée
E_ADUP_ASCOM;ADUP ASCOM type4;28;;Application privative 0 non initialisée
E_ADUP_ASCOM;ADUP ASCOM type4;29;;Application privative 1 non initialisée
E_ADUP_ASCOM;ADUP ASCOM type4;30;;Application privative 2 non initialisée
E_ADUP_ASCOM;ADUP ASCOM type4;31;;Charge faible pile RAM secourue
E_ADUP_ASCOM;ADUP ASCOM type4;32;;L'APV fonctionne avec une base obsolète
E_ADUP_ASCOM;ADUP ASCOM type4;33;;Pas de base utilisable
E_ADUP_ASCOM;ADUP ASCOM type4;34;;Fichier FIC absent
E_ADUP_ASCOM;ADUP ASCOM type4;35;;Fichier FIC vide
E_ADUP_ASCOM;ADUP ASCOM type4;36;;Fichier FIC défaut code de scellement
E_ADUP_ASCOM;ADUP ASCOM type4;37;;Fichier FIC en-tête incohérent
E_ADUP_ASCOM;ADUP ASCOM type4;38;;Fichier GTR absent
E_ADUP_ASCOM;ADUP ASCOM type4;39;;Fichier GTR vide
E_ADUP_ASCOM;ADUP ASCOM type4;40;;Fichier GTR défaut code de scellement
E_ADUP_ASCOM;ADUP ASCOM type4;41;;Fichier GTR en-tête incohérent
E_ADUP_ASCOM;ADUP ASCOM type4;42;;Fichier LIB absent
E_ADUP_ASCOM;ADUP ASCOM type4;43;;Fichier LIB vide
E_ADUP_ASCOM;ADUP ASCOM type4;44;;Fichier LIB défaut code de scellement
E_ADUP_ASCOM;ADUP ASCOM type4;45;;Fichier LIB en-tête incohérent
E_ADUP_ASCOM;ADUP ASCOM type4;46;;Fichier PRO absent
E_ADUP_ASCOM;ADUP ASCOM type4;47;;Fichier PRO vide
E_ADUP_ASCOM;ADUP ASCOM type4;48;;Fichier PRO défaut code de scellement
E_ADUP_ASCOM;ADUP ASCOM type4;49;;Fichier PRO en-tête incohérent
E_ADUP_ASCOM;ADUP ASCOM type4;50;;Fichier RTL absent
E_ADUP_ASCOM;ADUP ASCOM type4;51;;Fichier RTL vide
E_ADUP_ASCOM;ADUP ASCOM type4;52;;Fichier RTL défaut code de scellement
E_ADUP_ASCOM;ADUP ASCOM type4;53;;Fichier RTL en-tête incohérent
E_ADUP_ASCOM;ADUP ASCOM type4;54;;Fichier VIG absent
E_ADUP_ASCOM;ADUP ASCOM type4;55;;Fichier VIG vide
E_ADUP_ASCOM;ADUP ASCOM type4;56;;Fichier VIG défaut code de scellement
E_ADUP_ASCOM;ADUP ASCOM type4;57;;Fichier VIG en-tête incohérent
E_ADUP_ASCOM;ADUP ASCOM type4;58;;Fichier OBJ absent
E_ADUP_ASCOM;ADUP ASCOM type4;59;;Fichier OBJ vide
E_ADUP_ASCOM;ADUP ASCOM type4;60;;Fichier OBJ défaut code de scellement
E_ADUP_ASCOM;ADUP ASCOM type4;61;;Fichier OBJ en-tête incohérent
E_ADUP_ASCOM;ADUP ASCOM type4;62;;Fichier PRX absent
